Wonderful Peace,Dino,0
Mate Tron,Luke Vibert,2007
Time Will Tell,Ice,0
Ladies And Gentlemen,Spiral Stairs,2009
E,Rea_ Chris,1999
Deviate From The Form,Scar Symmetry,2006
Mambo Tipico,Tito Puente,1993
Dichoso,Willie Bobo,0
Better Luck Next Time,Lifehouse,2005
Todo Lo Que Soy,Carlos Ponce,1999
La mujer que no sone (Album),Ricardo Arjona,0
Baby Don't You Change,Tyrone Wells,2005
Early In The Morning,B.B. King,2002
Sportin' Life,John Sebastian,0
Valse Des Montagnes,Andre Verchuren,0
The Three-Dimensional Shadow,Scar Symmetry,2008
Souvenirs,Concretes,2007
Train Tracks,Izzy Stradlin And The Ju Ju Hounds,1992
Unchain Us,Don Campbell,0
Carry The Light,David Lynch,0
Hot Weiners (All The Way),Cotton Candy,0
Down_ Down_ Down,Frank Marino & Mahogany Rush,0
Call The Police,John Wayne,0
Scared,The Incurables,0
Don't Go,Bert Kaempfert,1996
She's Actin Bad,H-Town,0
The Harp That Once Through Tara's Halls,Voyager Series,0
You'll Never Know,JERRY WALLACE,0
Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),Beenie Man Featuring Janet Jackson,2002
"AuprA""s De Mon Arbre",Georges Brassens,1956
Basking Under a Blacksun Dawning,Morgion,1997
Let It Bleed,Wild Horses,0
Touch My Hand [Remastered],David Meece,0
Hide Away,Freddie King,1960
Never Gonna Be The Same,Danny Wilson,1989
Beothuck,Malefaction,0
Uu-Pee-AmmA$?t,Jope Ruonansuu,0
After The Laughter,Marcie Blane,0
That Little Ole Wine Drinker Me - Original,Charlie Walker,0
CB4 (Instrumental Mix),Slum Village,0
Pop Pop,Twista,0
Grateful & Thankful,Francis Dunnery,0
The Minuet Of The Robots,Perrey And Kingsley,1968
Another Djemba Djemba,Youves,0
Je T'Appartiens,Maurice Larcange,0
Paseo ColA2n,Mau Mau,2004
Shotgun Sally,Cats In Boots,0
Rock On The Radio,Firehouse,1990
Awake,The Panic Channel,2006
Fat Tuesday,Chris Standring,2003
Recordar Es Vivir,El Gran Silencio,0
You do something to me,Ismael DueA+-as,0
Cherokee,The Galactic Heroes,2000
Heavenly Father,FU-Schnickens,1992
Try Me One More Time,Sonny Terry & Brownie McGhee,0
When You See Me,Bad Azz,0
Plastic People (Original Mix),AnanA(c),0
One Million Matches,Rocker-T,0
U Complete Me (Blues Version - Bonus Track),Ana Popovic,2007
Viens boire un petit coup A  la maison,BA(c)zu,0
Let Me Be Your Fantasy,Baby D,0
La Nit De Reis,Gertrudis,2003
Stuck On Your Love,Emilio,0
Cheddar Chasin',Lunasicc,0
Violence,Juelz Santana / Bezel,2005
Seventeen (Digitally Remastered),The Fontane Sisters,0
Baby Face,Tiny Tim,0
Cut Here,The Cure,2001
Carovana,I Nuovi Angeli,0
La Vie Par Procuration,Jean-Jacques Goldman,1985
Secret,Eddie Turner,2005
Fig Leaf Rag  (LP Version),Joshua Rifkin,1994
A Night in Tunisia,Art Blakey's Jazz Messengers,0
Nothing But The Best,White Heart,0
Come On-a My House,Barbara Lusch,0
Wing,Patti Smith,1996
Believe,Saga,0
SoA+-ando En Ti,Gary Hobbs,0
Cremona (Instrumental),Vrse Murphy,0
Loaded Gun,C.C. Adcock,2004
Blues City Shake Down,John Mayall & The Bluesbreakers,2010
Why Get Up,The Fabulous Thunderbirds,1986
Vos No Confiaste,2 Minutos,1994
There Is A Redeemer (Your Love Broke Through Album Version),Michelle Tumes,0
What Country Is,Luke Bryan,2009
Memories,Thriller U,0
Cumpagno 'e cella,Alex,0
Paloma Negra,Rocio Jurado,0
317 East 32nd,Lennie Tristano,0
Kill the Poor,Dead Kennedys,1980
Over The Hill,R.L. Burnside,1997
Jamming,Twinkle Twinkle Little Rock Star,0
Future,Cut Copy,2004
Naked Enough,Tim Wilson,0
The Beginning,Salt The Wound,2008
Drive,The Cars,1984
Can't Stop Lovin' You (Remastered Album Version),Van Halen,0
Rock Co.Kane Flow,De La Soul / MF Doom,2004
Running On The Rocks,Shriekback,1986
These Nest Five Years,At All Cost,0
It Came To Pass (Part II),Mississippi Mass Choir,0
Magic Dragon Theatre,Utopia,0
Function Of The Sun,The Ruby Suns,2005
I Want Your Soul For Christmas,Schoolyard Heroes,0
Nach Ke VEkha Bhabhiyie,Malkit Singh,0
(Everybody's Waiting For) The Man With the Bag,Mannheim Steamroller,2008
Dimension,Wolfmother,2004
Faroe Cave Song,John Tchicai,0
It's Going Down,Suicidal Tendencies,1992
Cha Cha Brasilia,Bert Kaempfert,0
Schmerzensschreie,ColdWorld,2008
Gimme Legs,The Chap,2010
Bush,David Banner,2003
The Devil,The Rapture,2006
Mary In Labor,Paul Cantelon,2008
Shining,Ice,0
Number Nine (LP Version),Richard Lloyd,1979
Friend Or Foe,Adam Ant,1982
For The First Time,June Hutton,0
Can't Happen Here,Rainbow,1981
La (Moonman's Flashover Mix Edit),Marc Et Claude,0
Love The Feeling - Original,Leroy Hutson,0
Pee Wee's Boogie,Pee Wee Crayton,0
t.k.k.,FlA$?skkvartetten / ThAY=strAPm,0
Caray!,Gabinete Caligari,0
La marine,Marc Perrone,0
Crescent Moon,Ancient Astronauts,2009
Radiance I,Basic Channel,1994
Inherent Scars,Symphony in Peril,2005
Trading Places,Usher,2008
Mom's Phone,Greg Vaccariello,0
I Am a Rasta Man,Wailing Souls,0
Dub It,J.C. Lodge,0
Woman of Shiloh,Mike Brooks,0
The Southern Soldier Boy,Kathy Mattea,1991
Bon Demain,This Moment,0
Zurezko Olerkia,Varios,0
When I Get Home,The Fabulous Thunderbirds,1991
He's Leading The Way,The Perrys,0
It's Too Late,Small Faces,1966
Widow's Walk,Enter the Haggis,1999
Love Of My Life,The Chi-Lites,0
It All Depends On You,Jerry Lewis,1995
The Traffic Jam,Stephen Marley / Damian Marley,2006
Beautiful When You're Green,Charlie Khan,0
Rock Biter (Album Version),Red I Flight,2008
Edge Of The Dream (Emergency Broadcast Album Version),White Heart,0
Broken Hearted Side Of New Orleans,Jo-El Sonnier,0
Hot Spot (Terrible Love Mix),Steinski,2003
If We Loved,Chuck Wicks,2008
Pasa el tiempo,Yahir,0
Dial Me,Lexi,0
Resistance,Cali,2008
Sing Boy Sing,Tommy Sands,0
Irreplaceable (Irreemplazable),BeyoncA(c),2007
Shadows,DJ Harry,2004
Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,0
Shoulda Did,Rated R,0
Vena Cava 8,Diamanda Galas,1993
Magic,Black Eyed Peas / Terry Dexter,2000
Between The Worlds,Be Bop Deluxe,1975
A Night at Mahmoud's,Rolfe Kent,0
Sprung (Cibola Mix W/ Rap),Nu Flavor,0
La Romance De La Pluie,Maurice Chevalier,2000
Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,0
Ya Mama (Palm Springs Demo),P.O.D.,0
Veronica Sawyer (Album),Reel Big Fish,0
Faith,Mystery,0
Chanson De La Patience,Jacques Douai,0
Et kA1/4tt wie et kA1/4tt,Eko Fresh,2007
Searching,Buju Banton,1993
Le Dormeur du Val,Jacques Douai,0
Sapphire,Bill Douglas,1993
Ring The Alarm,BeyoncA(c),2006
Ouachita Run (Album Version),Alvin YoungbloodA Hart,1998
Rainbow '65 (part 2) - Live,Gene Chandler,0
The Blood Covers It All (Live),Legacy Five,0
Led By the Master's Hand,The Del McCoury Band,2006
Kenourgia Fotia,Christos Dantis,0
Moonlight In Vermont,Walter Jackson; Arranged & conducted by Riley Hampton,0
Now U Got It,J Bostron & Beretta,0
I've never been so Lonely,Mark Ashley,0
I Love You (LP Version),Cindy Morgan,0
Decline Of the Western Civilization,Deathstar,0
Dancing With Myself (BBC In Concert 01/01/81),Generation X,0
Evening,Vanessa Daou,1996
Hey!,Laidback Luke & Diplo,0
Midnight,Joe Satriani,1987
Civilized Reggae,Burning Spear,1980
What Is A Woman For? (BBC In Concert),The Edgar Broughton Band,0
Otra Parte De Mi (1997 Digital Remaster),Aleks Syntek,0
Macarena,Los Del Rio,1993
Cover To Cover,Wes King,0
KesA$?ilta Saimaalla,Teijo Joutsela and Humppa-Veikot,0
What's The Matter With The Mill,Moon Mullican,0
Let me fly,Jefferson Starship,1999
En fet man,Ronny Eriksson,0
Now I Got A Woman,John Mayall,2007
Nothing's The Same,Gary Moore,1992
Stolen Pills,Spiral Stairs,2009
Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,2006
Patricia,Mighty Mighty Bosstones,1989
A Dustland Fairytale,Twinkle Twinkle Little Rock Star,0
Through The Eyes Of Faith,The Booth Brothers,0
Loves Parting,Vivian Khor,0
Still Lost in the Forest,Anne Dudley,2000
So Many Roads,The Mustangs,0
We're Almost There,Michael Jackson,1975
Blame Canada ( From: South Park ),Marc Shaiman,2008
A Different Kind of Love,Paul Simon,0
B-Boy Stance,K-OS,2004
Unfinished Self-Portrait,Eberhard Weber,1993
Lifeboat Serenade,Jimmy Herring,2008
Christmas Time,The Continentals,0
Song Sung Blue,Neil Diamond,1972
CAonla/The Friar's Breeches,The Chieftains;Colin James,1992
Party Time,45 Grave,1989
Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams,0
I Feel So Good,J.B. Lenoir,1995
I Need You,Screaming Jay Hawkins,0
Navy hymn,The Sun Harbor's Chorus-Documentary Recordings,0
We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,0
Gettin' Better,Tesla,1986
You Don't Know Me,Charlie Rich,1997
Warm Spring Night,Claw Hammer,0
The Hero Dies in This One,The Ataris,2003
Newborn Blessing (World),Sharon Burch,0
Below The Stars,The Field Mice,1990
Dab_dab_doo-Party In The Jungle,Taboo,0
Plexis,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0
Papito Charme,Koffi OlomidA(c),0
Sing Your Freedom,White Heart,0
All They Want,Singing Melody,0
Sparnuotoji Doze. Laukimas,Svartthron,0
Around And Around,The Rolling Stones,1964
NY Timbuctu,The Rongetz Foundation,0
Loko,Kassav',2000
Dance_ Dance,Fall Out Boy,2008
Cry On (Acoustic Demo),Bob Marley & The Wailers,0
Le chanteur malheureux,Claude FranASSois,1994
Bruk Out and Wine,Elephant Man,0
Let It Be,The Cate Brothers,0
Walkin' In,Tracy Byrd,0
Viens Danser Jeannette,Jean Segurel,0
No me imagino,Fran Perea,2005
It Ain't The Meat It's The Motion (LP Version),Maria Muldaur,0
Acapulco Sunrise,Santana,0
Iki Tas Corba,Mustafa Sandal,0
Guayabera,Johannes Linstead,2003
Packing Up,Dorothy Norwood,0
Mirror (Album),Cinder,2006
Donde,Fania All Stars,0
Must Have Been The Devil,Otis Spann,1990
I Go To Work,Kool Moe Dee,1989
Is It You?,Lee Ritenour,1979
Bottle It Up And Go,Big John Greer,1992
El Momento,Jaguares,2001
My Saviour Is Lord,Oak Ridge Boys,0
Country Day,The Tragically Hip,2009
Let The Church Rise,Carman featuring Commissioned & The Christ Church Choir,0
Nema Dana Ni Meseca,Reni,0
Cantares,Raphael,0
Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye,Sammi Cheng,0
Helium,Cargo Cult,2004
Poison Lips,Lord Sterling,2004
I Need To Talk To Hank Hank,Forensics,0
Soldats Ne Tirez Pas,Gerard Lenorman,1989
Walk With You,Cama,2009
Robot Kid,Anat Ben David,0
Almendra,Arturo Sandoval,1997
Mikawa Miya,Novika,2006
Dat Dere,Eldar,0
Rue de Nantes,Oldelaf et Monsieur D,2006
Ren Lai Ren Wang,Eason Chan,0
Please Don't Lie To Me,The Fabulous Thunderbirds,1996
45 Pounds,Hey Colossus,2007
Chela,Sonora Carruseles,1999
I Know That Car,Eddy Raven,0
Kitteldags,Finntroll,2001
The Story (get It On),Tanto Metro & Devonte,0
Coppershot,Bounty Killer,2001
Dump,Mobb Deep featuring Nate Dogg,2004
Like It's Hot,DJ Spinn and DJ Rashad,0
El Amor,Jose Luis Perales,1979
Negocio Prohibido,El Poder del Norte,0
Dutty Wine,Tony Matterhorn,2006
Won Threw Ate,Story Of The Year,2010
Baby,Brazilian Tropical Orchestra,0
Why?,Kisha,1998
Sizofrenija(duet Ana Nikolic&Aca Lukas),Ana Nikolic,0
Happiness Is Loving You,Tyrone Taylor,0
Bread Or Blood (Single),4 Skins,0
The Champ,Robben Ford,1997
Rock Star (LP Version),Zapp,0
Mediocre (Version original),Ximena Sarinana,0
Taste It,Busta Rhymes,2002
You've Lost That Lovin' Feelin',Fontella Bass,1992
Einfach,Rhinostar,0
Towards Eternity,Old Man's Child,1998
Emit Remmus (Album Version),Red Hot Chili Peppers,1999
Moses,Patty Griffin,1996
Infernal Calling,Satan's Host,2006
For Your Passion My Love,Aeoliah,2007
Having You There,Mississippi Mass Choir,0
Awake IV,Space Opera,0
Lovers Lane Boogie,Johnny Otis,0
Naming Ceremony,Finest Dearest,2008
Gillum Blues,Jazz Gillum,0
Goodfellas,Neema,0
Ala Kaboo (Idjut Boy's H-Bar Mix),Sound 5,0
Oceans Of Love (LP Version),Jorgen Ingmann,0
Jack and Benton,Sean Callery,2008
Nivel De Mafia,Jesus Otero - Luny Tunes,0
Hechizo,Gran Coquivacoa,0
London Bridge,Fergie,0
Strange Days ( LP Version ),The Doors,1967
Safe Sex,Erick Sermon,1993
A Part Of Me,40 Grit,2003
Guarda Che Luna,Bob Azzam,0
Space Station Liberty,Scott Glasgow,2007
Manteca,Poncho Sanchez,1987
Tell Jesus [To Come To My House],Livingston Taylor,0
Zero,Papa Wemba,1992
He's Alright (Album Version),Fortitude,0
In A Distant Place (World),R. Carlos Nakai,0
Wet The Club,Onyx,2002
Por Arriesgarnos,Jennifer Lopez,2007
A Fool's Advice,Joe Grushecky,0
One Fine Day,THE CHIFFONS,1963
Tanzen,Spitfire,0
Prolog auf Erden,Equilibrium,0
Who Was I Kidding,Martha Wainwright,2005
Rocks Off,The Rolling Stones,1972
Unbreakable,Ms. Dynamite,2005
SpritlAY=ten,Ronny Eriksson,0
Run The Show featuring Don Omar [en Espanol],Kat DeLuna,0
Strikes-3,Atom,0
Watermelon Man (What A Mellow Goy),Artie Fishel & The Promised Band,0
Got The Bull By The Horns,Johnny Horton,1996
Words With Fat Joe,Fat Joe,0
Pei Chen Pin,Jerry Yan,0
Some Lie For Love,L.A. Guns,1992
Lifewalk,Demonbreed,0
Vaisakhi Wala Mela,XLNC,0
No Meat Blues,Champion Jack Dupree With TS McPhee,0
Si Juras Regresar,Enrique Iglesias,1995
Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),Britt Nicole,0
LentA$?vA$? kalakukko,Esa Pakarinen,1990
Sidney Gorgeous,Claire Hamill,0
Summer Nite,The Plasmatics,1981
If I Talk To Him,Connie Smith,2001
Protagonist (Album Version),Scalplock,0
Willie And The Pig,The Grease Band,1971
Because He Loves Me,Amy Lambert,0
Black and Blue,Torcuato Mariano,2006
A True Friend,Dobby Dobson,0
Changed My Life,Baby Bash / Grimm,2003
Give It To 'Em,Chops,0
Loose Talk,Carl Smith,1990
Intro/Chamber The Cartridge,Rise Against,2006
Blank Eye Stare,Martriden,2006
Laula kanssain,Fredi,1977
Wei Liang,Sandy Lam,0
I Cried All The Way To The Altar,Patsy Cline,1995
We're Skrewed (Otto Von Schirach My Supernatural Motorcycle Gang Will Knife U Open Piss & Shit All Over Your Organic Starbucks =iPhone Bank Account Lifeless Lifestyle Remix),All Leather,0
Living The Dream,D:Fuse,2004
Hold On Baby,Janet Jackson,1993
Judgement Day,Dokken,2008
U North,James Newton Howard,2007
Everything Your Heart Desires,Daryl Hall & John Oates,1988
Valerie (LP Version),Bad Company,1986
Main Title / The Searchers,Max Steiner,0
Prelude No. 2 (2000 Digital Remaster),Angel Romero,0
Lonely No More,Humble Pie,0
Donizetti: Roberto Devereux: Ah! Ritorna qual ti spero....,Gaetano Donizetti,0
Warning,Incubus,2001
Shelter Your Needs,Juliette & The Licks,2005
Limelighters (feat. Camp Lo) / Flunkadelic Interlude,Aesop Rock,2003
Gnosis,Paul Avgerinos,2006
You Can't Hurry Love  (LP Version),Phil Collins,0
Baile Da Pesada,Bangalafumenga,0
Wildcat Days (1999 Digital Remaster),Bryan Ferry,1994
Tulip,Angels,0
I'll Meet You In The Morning,Barbara Fairchild,0
Crushed Pears,The Balustrade Ensemble,2007
Escape ( LP Version),Prince,0
Let It Shine,Santana,0
Todos mentimos,Diego Verdaguer,0
The World'll Be OK,Teenage Fanclub,2003
Over Again (Album Version),Cavo,0
Never Fall,Bruisers,0
Daughters & Sons,The Highwaymen,0
En Un Pueblito EspaA+-ol,Joselito,0
Slow Murder,Bill Laswell,0
Summer Shudder,AFI,2006
Suk The Blood,Lil Mz. 313 featuring DJ Rashad,0
Fui Mujer,Juan Carlos Baglietto,0
Beholder of Justice (Album Version),Hatebreed (int License),2003
Explorador,La Portuaria,2005
Mi Suegra,Conjunto Clasico,0
Been Fighting Devilz,Snowgoons,2009
Unleashed,Warren Barfield,2006
Welcome Into My World,Ayo,2006
Girls Against Boys (LP Version),Vitamin C,1999
What is the best,Jah Legacy,0
Canyon People (World),R. Carlos Nakai,0
Corner Stone,Bob Marley,1996
Cave It In,Margaret Becker,0
Sally Ann,The Cufflinks,0
Bill's Speech - A New Kind of Warrior,Rolfe Kent,0
Villagers Galloping To Battle,Dimitri Tiomkin,0
Oooh_ Pooh,Pheeroan Aklaff,0
AgradeASSa Ao PelA',Moraes Moreira,0
Vitrier,Olivia Ruiz,2005
Camelot,Richard Burton,0
Essaywhuman?!!,The Roots,0
Homegrown,The Pharcyde,2004
Albinoni's Adagio In G Minor (LP Version),The Doors,0
When I Think Of You,Janet Jackson,1986
Metanoia,Rick Snel,0
Stay Real,Erick Sermon,1993
So Glad,Chris Brown,0
Ulcer Breakout,Butthole Surfers,1996
Porque Me Gusta A Morir,Isabel Pantoja,1993
Freaks (Album Version),Soul Asylum,1986
Monsieur qui s'engraisse,"MichA""le Bernard",2002
"GA(c)nA(c)rique - ""le gendarme et les gendarmettes","Raymond LefA""vre",0
Rio Grnade,Chanta Vielma,0
Atomic Beat Boy (Album Version),Helen Love,0
Two Wheels In the Ditch,Undertakin' Daddies,0
Rette Mich SpA$?ter (Michael Ilbert Radio Mix),2raumwohnung,2010
Dime Si Me Quieres,Andy & Lucas,2008
Contact 00,Plump DJs,2003
Oso Ego Kanenas,Konstantinos Galanos,0
Monsters In Tinsel Town,Astrovamps,0
Did You Ever Go Steady,THE CHIFFONS,1963
Amen (Album Version),Jimmy Durante,0
I'm Wanderin',Jackie Wilson,1958
La MA(c)moire Des Jours,RaphaA<<l,2003
8:00,Intars Busulis,0
Jap,Sao Paris,0
Slum Goddess (Originally Performed by The Fugs),The Meatmen,0
Swing Vagabond,Quadro Nuevo,2006
NAPSo Adianta,Zeca Baleiro,2006
Le Diable,Alexis HK,0
Remember Me Lover (Album Version),Porcupine Tree,2009
Little Miss Teasin' Brown,Jimmy Nelson,0
Transes-Dimanche,Jacques Dutronc,1968
Antidote For The Underdog,Less Than Jake,2008
Hunting,Deep Forest,1992
No Answer (Outro),Lollipop Lust Kill,2002
Not Today,Hotwire,2003
Last Goodbye,The Gufs,0
Last Good Time In Town,Eagles,2007
Jump N Shout Featuring Slarta John (Radio Edit),Basement Jaxx,1999
Why??? featuring TECH N9NE & Twista,Prozak,0
That's A Woman,Mark Wills,2003
I Want What I Want,Weirdos_ The,1978
Back From The Garden (Live),S.U.P,2001
Try,Tree,0
The Space Between,DAVE MATTHEWS BAND,2001
Ver de Feliz,BT,2006
Get By (Disconnection Notice Bonus Track),Goldfinger,0
Still Hurtin',George Jones,0
She's Taken A Shine,John Berry,0
Bach Suite No. 1 In G Major (Gigue),John Williams,0
The Rock,Abijah,2003
Death Or Jail,Sick Of It All,2010
Color of Seasons,"TrA""s",0
Don't Make Me Wait For Love,Kenny G,1986
Cornerstone,Shirley Caesar,0
Brendan McGlinchey's Reel (Splendid Isolation) / Sweeney's Buttermilk (medley),Kevin Burke,0
Skyline,Sean Quinn,0
Judy's Jaunt,Oscar Pettiford,0
The Name Is...,Fuel,1995
C'est La Vie,Marc Lavoine,1989
I've Been Lonely (For So Long),Frederick Knight,2000
Stop Whispering (US Version),Radiohead,1993
Leader (Album Version),Phantom Planet,2008
The Best Of Radio Roy 1 (Best of 2009),Mario Rosenstock,0
I Heard You Cry,Russ Morgan,0
On The Road Again,Aerosmith,0
Another Lesson (Album Version),Hoods,0
Please Me (24-Bit Digitally Remastered 02),Grand Funk,0
Your Bad Heart,Mothers Pride,0
Und die Zeit vergeht,Geier Sturzflug,0
Serus,Workhorse,2007
Everything I Do,Knack,0
June 26th_ 1999 - Slight,Deep Puddle Dynamics,1999
Take Your Fingers From My Hair  (LP Version),Zebra,1983
Dang Pyar DaA ,Naseebo Lal,0
Green Grows the Laurel,The Irish Rovers,0
The Doug McComb Over,A Tundra,2010
Micael,Juana Molina,2006
Walkin' In The Snow,Hank Penny & Sue Thompson,0
Praise His Name (Low Key-Studio Track w/o Background Vocals),Jeff And Sheri Easter,0
Didn't You Notice,JennyAnyKind,0
Soldiers Of DoomsdayA ,Winds Of Plague,2009
Dark Inside,Al Duvall,0
Folly Ranking,Johnny Osbourne,2007
Good Day,Britt Nicole,2007
Midnight Hour,Tyrone Taylor,0
Co Co My My,Poncho Sanchez,2002
The Man with the Dogs,Dead Kennedys,1979
She cracked,Modern Lovers,1976
Apogee (ft. TechTonic),Paul Taylor,0
Que Vas A Hacer Conmigo,Los AutA(c)nticos Decadentes,2004
The Remembrance Ballad (Album Version),Atreyu,2004
Santeleco,Luiz Bonfa,2005
Get Me To The Church On Time,Shelly Manne,1996
Washboard Swing,Washboard Sam,0
Anyday,Amil,2000
Am I That Easy To Forget,Skeeter Davis,1995
The Earth Will Shake,Thrice,2005
Magnificent Obsession,Fehlfarben,1983
Some Love Like Yours,The Real Kids,0
Un vestido y un amor (en vivo),Andres Calamaro,0
The Book of Disquiet,Hey Colossus,2007
Moon River,The London Pops Orchestra,0
Gravedom,Goatwhore,2000
Just Say Yes,Snow Patrol,2009
Ghetto Child,Eric Burdon,1997
Peyte Pivo Pennoe (present for A. Trofimov),Kruger,0
Dede De Montmartre,Albert PrA(c)jean,0
Amie,Lonestar,1997
Freak Out,Erick Sermon,0
Cover For Me,Freddie McGregor,0
Tonight It's Just Me,Amber Nicholson,0
Paid Vacation,Circle Jerks,1980
Dancing Shoes,Arctic Monkeys,2004
No Me Llores MA!s,Sierra Maestra,1994
Photographs,James Newton Howard,1999
Bad Boy Willie,Gene Simmons,0
Just A Pair Of Blue Eyes,Tex Williams,0
Morgane regarde le ciel,SANSHIRO,0
The Healer,Death SS,2006
Gin House Blues,Bessie Smith,2007
Duo Liu Yi Hui,Daniel Chan,0
Borgia Liquor,Jerry Lewis,0
En silence,Alain-FranASSois,0
Yo Te Camelo,Los Rumberos Catalanes,0
Do Ya Thing (Remix) (Explicit Album Version),Cam'Ron,2006
I Am Going (Album Version),Randy Travis,0
Ai De Ka Luo Li,Michelle & Vickie,0
CanciA3n del Arco Iris,Arco Iris,0
Belina,Paulo Flores,0
Y'all Can't Never Hurt Us (Clean Version),Philly's Most Wanted,2001
Bishop Hopping,Phantomsmasher,2002
Kids Now,George Lopez,2006
Lust (1995 Digital Remaster),Bas-Sheva,0
Galopar,HA(c)lio Ziskind,0
The Jumping Master,Mikey Dread,1981
Morpha Too [Alternate Mix],Big Star,0
Night of the Hunter (Static Revenger Remix),30 Seconds To Mars,2009
Falling Leaves,Grandpa Jones,1995
Tastes So Good To Me,Cross Country,2009
Nuits Orientales,Jack Miles,0
Everyone says i love you,The Marx Brothers,0
Poezie De Strada / Street Poetry,Bug Mafia,0
Boxed In (Subzero),Hatebreed,2009
Dark Horse,Converge,2009
The Kiss: Golden Coins,Philip Glass,0
Blood On The Snow,Drexel,0
I'm Your Boogie Man,Cool Connection,0
Junge RAPmer,Falco,1991
Should've Said No,Taylor Swift,2006
Rainbow Eyes,Rainbow,1978
Boy! What Love Has to Me!,Nancy Walker,0
Helena 2 (Album Version),Misfits,0
Om,Jane Winther,0
Maria Morena,Jyve V,0
Phorever People,Shamen,1992
Hart(z) IV,Eko Fresh,0
Down On Me,Janis Joplin,1972
Still feel pain,Wilks,0
Do You Know? (The Ping Pong Song),Enrique Iglesias,2007
No. 284,Kali,0
Superbird,Neil Sedaka,0
A Means To An End [Live at Birmingham University] [2007 Re-mastered],Joy Division,0
Silence tells you all,Ino,0
Play,Jennifer Lopez,2001
The Shaskeen / Gan Ainm,Cherish The Ladies,1999
Let It Be Me(with Betty Everrett),Jerry Butler,0
Been Sick Lung,Eason Chan,0
Shooby (Live Version),Nicole C. Mullen,0
By My Spirit  (),Eden's Bridge,0
I Don't Want To Hear Any More,Eagles,2007
Congo,Edmundo Ros,0
Where Are You,Abbott & Chambers,0
July,Al DiMeola,1992
Warm Embrace (LP Version),Twista & The Speedknot Mobstaz,0
911-544,The Revolutionary Ensemble,0
If A Woman Answers,Leroy Van Dyke,1962
All Your Love,John Mayall & The Bluesbreakers,1966
If You Build A Better Mousetrap,Peggy Lee,0
My Babe,Lightnin' Slim,1997
10 $ Bill,Les Hurlements D'leo,0
Knuckle Up,Mykill Miers,0
At The Atlantis,Bad Brains,1996
ABC (The Alphabet Song),Dora The Explorer,0
Get Together - Album Version,Randy Stonehill,0
Candilejas,Los Iracundos,0
It's In The Book (Album Version),Shirley Caesar,0
No Safe Place,Pursuit Of Happiness,0
Le rire du sergent,BA(c)zu,0
Ballo,Mathey,0
Sex (French Version),Elli Kokkinou,0
All Mama Ever Wanted  (Album),Mark Lowry,0
Over The Rainbow,David Arkenstone,0
Boss-Eyed Whelk,Johnny Pearson,0
United Blood (Album Version),Agnostic Front,0
Le poulet,Pierre Perret,1994
Killed By Love,Pursuit Of Happiness,1988
See You On The Other Side,Ben Sidran,0
Daydreaming the Color of Blood,Soilent Green,2001
Kablammin' It,Long Beach Dub Allstars,2001
Don't Mess With Cupid (1972 demo),New York Dolls,0
Never Again,Kelly Clarkson,2007
Real Playaz,3 Way Funk,0
Everybody Wants To Go To Heaven,Freddie Roulette,0
The Last Thing On My Mind (Previously Unissued),Noel Harrison,0
In A Village Square,JennyAnyKind,0
Jam 4 U,Redman,1992
Ladder Of Success,Skeeter Davis,0
We Meet at Last,Liquid Stranger,2007
Passo De Anjo,Spok Frevo Orquestra,2007
The Song From Moulin Rouge,Percy Faith And His Orchestra,1953
Herb Philbrick - Counter Spy ( LP Version ),Bob Newhart,1961
Shake It Up (Album Version),Boney James And Rick Braun,2000
Shadrach,Beastie Boys,1989
Andante Cantabile (String Quartet No 1 In D Major,Academy/Marriner,0
Help Youngblood Get To the Freaky Party,Teena Marie,1984
Mon coeur balance,Daouda,0
We're New Yorkers Now!,Marc Shaiman,1999
Let's Fall In Love This Christmas,John Berry,0
D Solo,Ace Da Vinci,0
Ive Got Confidence,Andrae Crouch,0
Mercury & Solace,BT,2000
My Last Date (With You),Skeeter Davis,1988
Judgement,The Bug Featuring Ricky Ranking,2008
Rewind,All Girl Summer Fun Band,2008
Jump [Jacques Lu Cont Edit],Madonna,2006
More Than I Can Take,Sugar Minott,0
BLEEDS NO MORE (Live Version),Silverstein,2006
Buzz's Jig,The Elders,0
Keep It Like It Is,Louisa Mark,2003
Death Adventure,Pumpkin Buzzard,0
Infantil (Dedicated to John McLaughlin),Gonzalo Rubalcaba,2008
"Got To Keep On (12"" Version)",Cookie Crew,1989
Please Hammer Don't Hurt 'Em,Evergreen Terrace,2002
Surfriendo El Castigo,Michael Salgado,0
1st World Hypocrisy,Brainchoke,0
Come With Me,Tania Maria,1983
The Never-Ending Why,Placebo,2009
Woman Blue,Alice Stuart,0
Ruta Del Coya,LeA3n Gieco,2002
Lost Tribe,Moving Ninja,2005
